article_factor,article_id,article,authors,published_journal,NOTES__RHS_VARIABLES__ETC_
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 2 (1,9): Cash Wage, DD (FS-LS) Restaurants, 1990:1-2011:4, No State Trends"
32,Clemens and Wither (2014),"The Minimum Wage and the Great Recession: Evidence of Effects on the Employment and Income Trajectories Of Low-skilled Workers","Clemens & Wither","NBER working paper","Table 3, Panel B (DDD), Col 4 Row 2 (Medium Term)"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 2 (1,3): Cash Wage, 1994:1-2007:3, No State Trends"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table 4 (5,2)"
32,Clemens and Wither (2014),"The Minimum Wage and the Great Recession: Evidence of Effects on the Employment and Income Trajectories Of Low-skilled Workers","Clemens & Wither","NBER working paper","Table 3, Panel A (DD), Col 7 Row 2 (Medium Term)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 3, Spec 2 (Division-specific time controls)"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table A6, Panel B (Sum, Column 5)"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table 4 (5,6)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 6, Spec 3 (State specific time trends)"
29,Addison et al. (2013),"Minimum Wage Increases in a Recessionary Environment","Addison, Blackburn & Cotti","Labour Economics","Table 2, Row 1, Border County"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 2 (1,10): Cash Wage, DD (FS-LS) Restaurants, 1990:1-2011:4, State Trends"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table A6, Panel A (Sum, Column 3)"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table A2 (Sum, column 3)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 3, Spec 1 (Canonical)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 5, Non-indexed sample, Spec 4 (Both sets of time controls)"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 4 (1,5)"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table 4 (5,1)"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","Border County Pairs, County-pair X period dummies & Total private sector"
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.","Journal of Labor Economics","Table 3"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel A, (1,6))"
32,Clemens and Wither (2014),"The Minimum Wage and the Great Recession: Evidence of Effects on the Employment and Income Trajectories Of Low-skilled Workers","Clemens & Wither","NBER working paper","Table 3, Panel B (DDD), Col 1 Row 2 (Medium Term)"
32,Clemens and Wither (2014),"The Minimum Wage and the Great Recession: Evidence of Effects on the Employment and Income Trajectories Of Low-skilled Workers","Clemens & Wither","NBER working paper","Table 3, Panel B (DDD), Col 6 Row 2 (Medium Term)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (2,5)"
12,Singell and Terborg (2007),"'Employment effects of two northwest MW initiatives","Singell,L. D.; Terborg,J. R.","Economic Inquiry","contemporaneous term only + Lagged Emp"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table A3 (Sum, column 3)"
12,Singell and Terborg (2007),"'Employment effects of two northwest MW initiatives","Singell,L. D.; Terborg,J. R.","Economic Inquiry","contemporaneous term only"
32,Clemens and Wither (2014),"The Minimum Wage and the Great Recession: Evidence of Effects on the Employment and Income Trajectories Of Low-skilled Workers","Clemens & Wither","NBER working paper","Table 3, Panel B (DDD), Col 3 Row 2 (Medium Term)"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table 4 (5,4)"
20,Sabia (2009b),"The Effects of Minimum Wage Increases on Retail Employment and Hours: New Evidence from Monthly CPS Data","Sabia,J.J.","Journal of Labor Research","Retail Hours"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 3, Spec 1 (Canonical)"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table A6, Panel A (Sum, Column 2)"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table A6, Panel A (Sum, Column 7)"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table A6, Panel B (Sum, Column 6)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 7, Spec 1 (Canonical)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 6, Spec 2 (Division-specific time controls)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 1 (Panel B, (1,6))"
32,Clemens and Wither (2014),"The Minimum Wage and the Great Recession: Evidence of Effects on the Employment and Income Trajectories Of Low-skilled Workers","Clemens & Wither","NBER working paper","Table 3, Panel A (DD), Col 3 Row 1 (Immediate)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 7, Spec 2 (Division-specific time controls)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 1 (Panel B, (1,4))"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table 4 (5,3)"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table A6, Panel A (Sum, Column 4)"
16,Allegretto et al. (2009),"Spatial Heterogeneity and MWs: Employment Estimates for Teens Using Cross-State Commuting Zones","Allegretto, S.; Dube, A; Reich, M.","Institute for Research on Labor and Employment, Working Paper Series","Table 4, CPS, State-specific linear time trends"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 1 (Panel B, (1,2))"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 4 (3,1): IDing factor models as QEs"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 4 (3,6): IDing factor models as QEs"
41,Powell (2015),"Synthetic Control Estimation Beyond Case Studies - Does the Minimum Wage Reduce Employment","Powell","RAND working paper","Table 3, Column 4"
32,Clemens and Wither (2014),"The Minimum Wage and the Great Recession: Evidence of Effects on the Employment and Income Trajectories Of Low-skilled Workers","Clemens & Wither","NBER working paper","Table 3, Panel B (DDD), Col 7 Row 2 (Medium Term)"
32,Clemens and Wither (2014),"The Minimum Wage and the Great Recession: Evidence of Effects on the Employment and Income Trajectories Of Low-skilled Workers","Clemens & Wither","NBER working paper","Table 3, Panel A (DD), Col 6 Row 1 (Immediate)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 5, Joint minimum wage effect, Spec 4 (Both sets of time controls)"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table 4 (5,5)"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 4 (6,10): Cash Wage, DD (FS-LS) Restaurants, 1990:1-2011:4, State Trends"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 8 Col. 6 Row 2"
32,Clemens and Wither (2014),"The Minimum Wage and the Great Recession: Evidence of Effects on the Employment and Income Trajectories Of Low-skilled Workers","Clemens & Wither","NBER working paper","Table 3, Panel B (DDD), Col 5 Row 2 (Medium Term)"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 7 Col. 2"
16,Allegretto et al. (2009),"Spatial Heterogeneity and MWs: Employment Estimates for Teens Using Cross-State Commuting Zones","Allegretto, S.; Dube, A; Reich, M.","Institute for Research on Labor and Employment, Working Paper Series","Table 4, Census/ACS, Division-specific time effects"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Immigrants, Both sexes, Real Minwage"
17,Keil et al. (2009),"Univariate Regressions of Employment on Minimum Wages in the Panel of U.S. States","Keil, M.; Robertson, D. and Symons, J.","Robert Day School of Economics and Finance Research Paper","Table 2, Model 8"
23,Persky and Baiman (2010),"Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana","Persky & Baiman","Journal of Regional Analysis and Policy","Table 1, gFTENSH from Hours Data: Eq 15"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 6, Spec 1 (Canonical)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel B, (1,3))"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel B, (2,6))"
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.","Journal of Labor Economics","Table 3"
29,Addison et al. (2013),"Minimum Wage Increases in a Recessionary Environment","Addison, Blackburn & Cotti","Labour Economics","Table 3, Row 2 (ACS, State Trends)"
40,Liu et al. (2015),"Impact of the Minimum Wage on Youth Labor Markets","Liu, Hyclak, & Regmi","Labour","Table 5, Panel B, col 1"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 4 (6,6): MW, 1990:1-2011:4, State Trends"
31,Dube and Zipperer (2015),"Pooled Synthetic Control Estimates for Recurring Treatments","Dube & Zipperer","IZA discussion paper","Table 7: SE calculated from distribution in Tbl 6"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 3 (1,4)"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table A6, Panel A (Sum, Column 6)"
38,Meer and West (2015),"Effects of the Minimum Wage on Employment Dynamics","Meer and West","Journal of Human Resources","Table A6, Panel A (Sum, Column 5)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel A, (1,4))"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 7 Col. 4"
